00000 0,18,19,29,18,30,31,37,24,30,30,33,33,38,36,39,19,28,31,35,30,35,37,38,35,37,38,39,38,40,39,40 0,56,56,57,56,57,57,58,56,57,57,58,57,58,58,59,56,57,57,58,57,58,58,59,57,58,58,59,58,59,59,60
11111 0,14,17,23,13,22,23,26,13,22,22,27,20,26,25,28,14,21,21,25,21,26,25,27,18,24,23,27,24,28,26,28 0,8,8,9,8,9,9,10,8,9,9,10,9,10,10,11,8,9,9,10,9,10,10,11,9,10,10,11,10,11,11,12
00000 0,6,6,9,13,15,14,15,7,11,11,14,16,17,16,17,10,12,11,13,15,16,15,16,14,16,15,17,17,18,17,18 0,14,14,15,14,15,15,16,14,15,15,16,15,16,16,17,14,15,15,16,15,16,16,17,15,16,16,17,16,17,17,18
00000 0,11,19,24,15,19,22,26,17,19,24,26,23,24,27,28,12,16,25,26,20,21,26,27,22,22,28,28,25,25,29,29 0,54,54,55,54,55,55,56,54,55,55,56,55,56,56,57,54,55,55,56,55,56,56,57,55,56,56,57,56,57,57,58
00000 0,21,16,26,16,28,26,32,25,31,29,34,30,34,33,36,23,32,32,35,30,36,37,39,36,37,37,38,38,39,39,40 0,46,46,47,46,47,47,48,46,47,47,48,47,48,48,49,46,47,47,48,47,48,48,49,47,48,48,49,48,49,49,50
00000 0,15,12,20,13,20,20,24,15,25,23,27,21,26,26,28,15,21,21,24,19,23,23,25,21,26,25,27,24,27,27,28 0,26,26,27,26,27,27,28,26,27,27,28,27,28,28,29,26,27,27,28,27,28,28,29,27,28,28,29,28,29,29,30
00000 0,15,13,19,14,21,21,21,13,20,20,22,19,23,23,23,16,23,21,25,22,25,25,25,20,24,23,25,23,25,25,25 0,50,50,51,50,51,51,52,50,51,51,52,51,52,52,53,50,51,51,52,51,52,52,53,51,52,52,53,52,53,53,54
00000 0,13,15,22,17,20,23,25,14,21,20,24,20,23,24,26,13,19,20,24,22,24,26,27,22,24,24,25,24,26,26,27 0,28,28,29,28,29,29,30,28,29,29,30,29,30,30,31,28,29,29,30,29,30,30,31,29,30,30,31,30,31,31,32
00000 0,11,9,14,7,13,12,15,10,18,14,18,13,18,16,18,10,14,15,16,12,14,15,16,15,18,17,18,16,18,17,18 0,54,54,55,54,55,55,56,54,55,55,56,55,56,56,57,54,55,55,56,55,56,56,57,55,56,56,57,56,57,57,58
00000 0,19,21,30,21,28,28,32,14,25,26,31,26,31,31,33,18,26,29,32,29,33,32,34,25,30,31,32,32,34,34,34 0,50,50,51,50,51,51,52,50,51,51,52,51,52,52,53,50,51,51,52,51,52,52,53,51,52,52,53,52,53,53,54
00000 0,20,18,28,17,27,27,32,21,28,32,34,27,32,33,35,20,27,26,30,26,30,31,33,30,32,33,34,32,33,34,35 0,32,32,33,32,33,33,34,32,33,33,34,33,34,34,35,32,33,33,34,33,34,34,35,33,34,34,35,34,35,35,36
00000 0,15,12,19,19,24,25,27,14,24,18,24,24,27,26,27,16,23,21,24,23,26,26,27,20,26,23,26,24,27,26,27 0,28,28,29,28,29,29,30,28,29,29,30,29,30,30,31,28,29,29,30,29,30,30,31,29,30,30,31,30,31,31,32
00000 0,13,8,16,8,16,12,17,10,17,13,18,15,18,16,18,11,16,15,17,14,17,15,17,16,18,18,18,17,18,18,18 0,48,48,49,48,49,49,50,48,49,49,50,49,50,50,51,48,49,49,50,49,50,50,51,49,50,50,51,50,51,51,52
00000 0,2,3,5,3,5,3,5,4,4,6,6,6,6,6,6,3,3,5,5,5,5,5,5,4,4,6,6,6,6,6,6 0,6,7,9,7,9,8,10,8,9,9,10,9,10,10,11,8,9,9,10,9,10,10,11,9,10,10,11,10,11,11,12
00000 0,17,20,27,19,29,28,32,13,22,28,31,24,29,31,32,19,28,30,33,28,33,34,35,25,30,34,35,31,33,35,35 0,50,50,51,50,51,51,52,50,51,51,52,51,52,52,53,50,51,51,52,51,52,52,53,51,52,52,53,52,53,53,54
00000 0,16,22,29,24,29,33,36,25,31,34,37,35,36,39,39,20,28,28,33,31,33,35,37,33,37,35,38,38,38,39,39 0,36,36,37,36,37,37,38,36,37,37,38,37,38,38,39,36,37,37,38,37,38,38,39,37,38,38,39,38,39,39,40
00000 0,10,14,16,14,21,19,21,11,16,18,20,18,22,20,22,12,14,17,17,20,22,22,22,17,18,20,20,21,22,22,22 0,48,48,49,48,49,49,50,48,49,49,50,49,50,50,51,48,49,49,50,49,50,50,51,49,50,50,51,50,51,51,52
00000 0,21,22,30,16,29,29,35,26,30,33,35,31,35,35,37,15,26,28,32,24,32,32,35,29,32,35,36,33,36,36,37 0,30,30,31,30,31,31,32,30,31,31,32,31,32,32,33,30,31,31,32,31,32,32,33,31,32,32,33,32,33,33,34
00000 0,7,7,11,8,10,10,12,10,12,11,13,12,13,13,14,9,13,11,14,11,13,12,14,13,14,13,14,13,14,13,14 0,32,32,33,32,33,33,34,32,33,33,34,33,34,34,35,32,33,33,34,33,34,34,35,33,34,34,35,34,35,35,36
00000 0,8,13,19,10,13,18,20,15,18,20,22,17,19,21,22,10,14,18,21,14,17,19,21,18,20,22,23,19,21,22,23 0,36,36,37,36,37,37,38,36,37,37,38,37,38,38,39,36,37,37,38,37,38,38,39,37,38,38,39,38,39,39,40
00000 0,3,1,4,3,6,3,6,5,5,6,6,6,6,6,6,4,4,5,5,6,6,6,6,5,5,6,6,6,6,6,6 0,26,21,37,31,37,32,38,31,32,37,38,37,38,38,39,31,32,37,38,37,38,38,39,32,33,38,39,38,39,39,40
00000 0,4,6,7,4,7,7,8,5,7,8,8,6,7,8,8,2,5,8,8,6,8,9,9,6,8,9,9,7,8,9,9 0,54,45,55,45,55,46,56,54,55,55,56,55,56,56,57,36,55,55,56,55,56,56,57,55,56,56,57,56,57,57,58
00000 0,10,13,17,16,20,19,21,10,15,15,18,19,21,21,22,13,18,19,21,19,22,21,22,16,20,19,21,20,22,21,22 0,48,48,49,48,49,49,50,48,49,49,50,49,50,50,51,48,49,49,50,49,50,50,51,49,50,50,51,50,51,51,52
11111 0,17,21,28,19,27,28,31,20,29,30,34,28,33,33,35,15,28,28,34,24,31,31,34,27,34,32,36,30,34,34,36 0,10,10,11,10,11,11,12,10,11,11,12,11,12,12,13,10,11,11,12,11,12,12,13,11,12,12,13,12,13,13,14
00000 0,22,16,29,18,30,26,33,25,32,30,34,30,33,33,35,14,28,23,32,23,32,28,34,29,34,31,35,31,34,33,35 0,56,56,57,56,57,57,58,56,57,57,58,57,58,58,59,56,57,57,58,57,58,58,59,57,58,58,59,58,59,59,60
00000 0,9,9,16,7,14,11,17,11,16,16,20,16,19,17,20,15,18,17,20,17,19,18,20,16,18,18,20,18,19,19,20 0,46,46,47,46,47,47,48,46,47,47,48,47,48,48,49,46,47,47,48,47,48,48,49,47,48,48,49,48,49,49,50
00000 0,6,7,9,5,9,9,10,5,9,9,10,8,11,10,11,3,7,7,9,6,9,9,10,7,10,9,10,8,11,10,11 0,34,34,35,34,35,35,36,34,35,35,36,35,36,36,37,34,35,35,36,35,36,36,37,35,36,36,37,36,37,37,38
00000 0,9,9,12,8,10,13,13,7,11,12,13,9,11,13,13,7,11,11,13,10,11,13,13,10,12,12,13,11,12,13,13 0,34,34,35,34,35,35,36,34,35,35,36,35,36,36,37,34,35,35,36,35,36,36,37,35,36,36,37,36,37,37,38
00000 0,12,8,14,9,15,11,16,7,14,12,15,13,15,14,16,10,17,14,18,14,18,14,18,14,18,16,18,16,18,16,18 0,14,14,15,14,15,15,16,14,15,15,16,15,16,16,17,14,15,15,16,15,16,16,17,15,16,16,17,16,17,17,18
11011 0,15,17,26,11,21,23,29,18,26,24,30,22,27,27,31,21,24,29,30,25,27,30,31,29,30,31,32,29,30,31,32 0,13,13,14,14,15,15,16,13,14,14,15,15,16,16,17,13,14,14,15,15,16,16,17,14,15,15,16,16,17,17,18
00000 0,18,14,25,18,25,22,27,19,27,26,31,30,31,31,32,18,26,25,31,26,30,27,31,28,31,32,34,33,34,33,34 0,50,50,51,50,51,51,52,50,51,51,52,51,52,52,53,50,51,51,52,51,52,52,53,51,52,52,53,52,53,53,54
00000 0,10,12,18,8,15,17,21,9,14,16,19,14,17,19,21,12,16,17,19,14,18,19,21,16,18,19,20,17,19,20,21 0,50,50,51,50,51,51,52,50,51,51,52,51,52,52,53,50,51,51,52,51,52,52,53,51,52,52,53,52,53,53,54
00000 0,24,20,34,23,34,28,38,27,34,36,40,35,39,37,40,17,33,29,38,32,39,33,40,34,35,39,40,38,39,39,40 0,46,46,47,46,47,47,48,46,47,47,48,47,48,48,49,46,47,47,48,47,48,48,49,47,48,48,49,48,49,49,50
00000 0,16,15,22,17,24,24,26,17,26,23,27,25,29,29,29,15,22,21,26,22,26,25,27,24,28,27,29,27,29,29,29 0,32,32,33,32,33,33,34,32,33,33,34,33,34,34,35,32,33,33,34,33,34,34,35,33,34,34,35,34,35,35,36
00000 0,16,20,30,26,32,35,38,23,31,31,36,36,41,40,42,21,29,32,36,33,37,38,40,34,37,38,39,39,42,41,42 0,46,46,47,46,47,47,48,46,47,47,48,47,48,48,49,46,47,47,48,47,48,48,49,47,48,48,49,48,49,49,50
11111 0,21,20,33,24,34,33,38,20,31,31,38,30,35,37,39,22,32,30,38,32,36,36,39,30,35,35,39,34,36,38,39 0,10,10,11,10,11,11,12,10,11,11,12,11,12,12,13,10,11,11,12,11,12,12,13,11,12,12,13,12,13,13,14
00000 0,14,10,15,6,16,13,17,15,20,18,20,19,22,21,22,11,20,17,20,16,21,19,21,17,22,20,22,20,23,22,23 0,56,56,57,56,57,57,58,56,57,57,58,57,58,58,59,56,57,57,58,57,58,58,59,57,58,58,59,58,59,59,60
11111 0,23,17,27,19,29,26,29,15,27,21,27,24,29,27,29,14,28,23,30,23,31,28,31,25,30,27,30,27,31,29,31 0,8,8,9,8,9,9,10,8,9,9,10,9,10,10,11,8,9,9,10,9,10,10,11,9,10,10,11,10,11,11,12
00000 0,12,10,16,14,21,18,22,11,17,17,20,19,22,20,23,14,19,17,20,21,24,22,24,19,22,21,23,23,25,23,25 0,26,26,27,26,27,27,28,26,27,27,28,27,28,28,29,26,27,27,28,27,28,28,29,27,28,28,29,28,29,29,30
11111 0,19,22,29,21,30,31,34,22,33,33,37,33,37,37,39,23,34,34,38,34,38,39,40,36,43,42,44,41,43,43,44 0,16,16,17,16,17,17,18,16,17,17,18,17,18,18,19,16,17,17,18,17,18,18,19,17,18,18,19,18,19,19,20
00100 0,24,24,33,26,38,39,41,25,36,35,39,38,42,42,43,22,36,36,42,34,42,42,44,32,40,40,43,39,43,43,44 0,26,26,27,6,27,27,28,26,27,27,28,27,28,28,29,26,27,27,28,27,28,28,29,27,28,28,29,28,29,29,30
00000 0,15,14,20,17,22,22,26,16,21,22,25,22,25,26,28,14,23,21,26,21,25,25,28,21,25,24,27,23,26,26,28 0,52,52,53,52,53,53,54,52,53,53,54,53,54,54,55,52,53,53,54,53,54,54,55,53,54,54,55,54,55,55,56
00000 0,11,10,15,7,14,11,15,8,13,15,16,12,15,15,16,11,13,15,16,15,15,16,16,15,15,17,17,16,16,17,17 0,52,52,53,52,53,53,54,52,53,53,54,53,54,54,55,52,53,53,54,53,54,54,55,53,54,54,55,54,55,55,56
00000 0,20,24,34,27,35,36,41,21,33,31,39,35,41,39,44,22,31,31,38,34,39,38,42,32,40,36,42,38,43,40,44 0,34,34,35,34,35,35,36,34,35,35,36,35,36,36,37,34,35,35,36,35,36,36,37,35,36,36,37,36,37,37,38
11111 0,20,21,25,20,27,25,28,15,25,26,28,25,30,28,30,16,25,24,27,24,28,27,29,21,27,26,28,26,30,28,30 0,6,6,7,6,7,7,8,6,7,7,8,7,8,8,9,6,7,7,8,7,8,8,9,7,8,8,9,8,9,9,10
00000 0,7,7,9,8,9,10,10,5,7,8,9,9,9,10,10,6,9,8,9,10,10,10,10,9,9,9,9,10,10,10,10 0,36,36,37,36,37,37,38,36,37,37,38,37,38,38,39,36,37,37,38,37,38,38,39,37,38,38,39,38,39,39,40
00000 0,11,9,14,11,16,14,17,9,14,13,16,13,17,16,18,11,16,15,18,16,19,17,19,17,19,19,20,18,20,19,20 0,36,36,37,36,37,37,38,36,37,37,38,37,38,38,39,36,37,37,38,37,38,38,39,37,38,38,39,38,39,39,40
00000 0,14,13,20,15,20,22,25,14,23,21,25,22,25,25,27,17,23,23,25,23,25,26,27,19,24,25,26,23,25,26,27 0,50,50,51,50,51,51,52,50,51,51,52,51,52,52,53,50,51,51,52,51,52,52,53,51,52,52,53,52,53,53,54
00000 0,8,5,11,5,11,7,12,10,12,11,13,11,13,11,13,7,11,9,13,9,13,9,13,11,13,12,14,12,14,12,14 0,28,28,29,28,29,29,30,28,29,29,30,29,30,30,31,28,29,29,30,29,30,30,31,29,30,30,31,30,31,31,32
11111 0,15,14,23,19,22,25,28,15,21,24,27,21,24,26,29,16,23,20,26,24,26,27,29,24,26,27,29,25,27,28,30 0,6,6,7,6,7,7,8,6,7,7,8,7,8,8,9,6,7,7,8,7,8,8,9,7,8,8,9,8,9,9,10
11111 0,7,5,10,5,11,7,11,5,8,10,11,9,12,11,12,4,8,9,11,9,12,11,12,6,8,11,11,10,12,12,12 0,6,4,7,5,7,6,8,5,7,7,8,7,8,8,9,4,7,7,8,7,8,8,9,6,8,8,9,8,9,9,10
00000 0,15,13,20,15,22,24,25,16,23,21,25,22,25,26,26,11,18,17,21,21,23,24,25,21,23,24,25,24,25,26,26 0,56,56,57,56,57,57,58,56,57,57,58,57,58,58,59,56,57,57,58,57,58,58,59,57,58,58,59,58,59,59,60
00000 0,19,19,29,19,27,27,32,16,27,28,33,27,32,32,35,19,27,26,32,26,31,30,34,24,29,30,33,28,32,32,35 0,30,30,31,30,31,31,32,30,31,31,32,31,32,32,33,30,31,31,32,31,32,32,33,31,32,32,33,32,33,33,34
00000 0,13,11,17,11,17,18,20,17,22,21,23,20,23,23,24,14,20,20,22,17,22,22,24,20,23,23,24,21,24,24,25 0,26,26,27,26,27,27,28,26,27,27,28,27,28,28,29,26,27,27,28,27,28,28,29,27,28,28,29,28,29,29,30
00000 0,20,23,30,15,24,30,32,24,31,32,34,29,32,35,35,25,29,33,34,30,32,34,35,35,36,36,36,37,37,37,37 0,28,28,29,28,29,29,30,28,29,29,30,29,30,30,31,28,29,29,30,29,30,30,31,29,30,30,31,30,31,31,32
00000 0,23,14,26,17,30,23,32,17,30,24,31,26,33,28,33,22,32,25,32,28,34,29,34,28,34,30,34,31,34,31,34 0,52,52,53,52,53,53,54,52,53,53,54,53,54,54,55,52,53,53,54,53,54,54,55,53,54,54,55,54,55,55,56
00000 0,6,6,9,5,7,8,9,4,7,8,9,7,7,9,9,6,8,8,9,8,9,8,9,8,9,9,9,9,9,9,9 0,50,50,51,50,51,51,52,50,51,51,52,51,52,52,53,50,51,51,52,51,52,52,53,51,52,52,53,52,53,53,54
10001 0,15,11,20,12,19,18,23,12,23,18,25,18,24,21,26,19,24,22,27,24,27,26,29,24,28,25,29,26,29,27,30 0,11,14,15,14,15,15,16,14,15,15,16,15,16,16,17,11,12,15,16,15,16,16,17,15,16,16,17,16,17,17,18
01000 0,12,16,19,11,16,19,20,8,15,19,20,15,18,20,20,9,17,19,21,15,18,20,21,15,19,21,21,18,20,21,21 0,14,10,15,14,15,15,16,14,15,15,16,15,16,16,17,14,15,15,16,15,16,16,17,15,16,16,17,16,17,17,18
00000 0,3,3,4,3,5,4,5,0,0,0,0,0,0,0,0,4,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0 0,27,27,28,27,28,28,29,0,0,0,0,0,0,0,0,27,28,28,29,28,29,29,30,0,0,0,0,0,0,0,0
11111 0,18,22,27,20,28,27,29,21,26,28,30,27,30,30,31,12,24,29,31,24,31,29,31,27,30,31,32,30,32,31,32 0,12,12,13,12,13,13,14,12,13,13,14,13,14,14,15,12,13,13,14,13,14,14,15,13,14,14,15,14,15,15,16
00000 0,10,6,12,9,13,12,14,10,13,11,13,12,14,13,14,8,12,10,13,13,14,14,14,12,14,13,14,13,14,14,14 0,12,12,13,12,13,13,14,12,13,13,14,13,14,14,15,12,13,13,14,13,14,14,15,13,14,14,15,14,15,15,16
00000 0,4,6,8,6,7,8,9,5,7,9,10,9,9,10,10,5,7,8,10,8,9,9,10,6,7,9,10,9,9,10,10 0,26,26,27,26,27,27,28,26,27,27,28,27,28,28,29,26,27,27,28,27,28,28,29,27,28,28,29,28,29,29,30
00000 0,18,23,30,21,29,32,34,25,31,34,36,33,36,37,37,21,29,31,35,31,36,36,38,32,35,38,39,38,39,40,40 0,48,48,49,48,49,49,50,48,49,49,50,49,50,50,51,48,49,49,50,49,50,50,51,49,50,50,51,50,51,51,52
00000 0,14,14,19,13,20,18,22,16,19,21,22,20,22,22,23,8,16,17,20,18,22,21,23,18,20,23,23,22,23,24,24 0,30,30,31,30,31,31,32,30,31,31,32,31,32,32,33,30,31,31,32,31,32,32,33,31,32,32,33,32,33,33,34
00000 0,21,18,30,15,29,25,34,20,32,29,35,26,34,31,36,23,28,28,31,28,32,31,34,31,34,33,35,33,35,34,36 0,36,36,37,36,37,37,38,36,37,37,38,37,38,38,39,36,37,37,38,37,38,38,39,37,38,38,39,38,39,39,40
00000 0,2,2,3,2,4,3,4,3,3,3,3,4,4,4,4,2,4,4,5,3,5,4,5,5,5,5,5,5,5,5,5 0,22,27,28,27,33,33,34,27,28,28,29,33,34,34,35,17,33,33,34,28,34,34,35,33,34,34,35,34,35,35,36
00000 0,8,7,12,5,10,11,13,6,10,11,14,9,12,13,15,9,11,13,13,10,12,14,14,12,12,14,14,13,13,15,15 0,50,50,51,50,51,51,52,50,51,51,52,51,52,52,53,50,51,51,52,51,52,52,53,51,52,52,53,52,53,53,54
00000 0,10,8,13,6,14,11,16,10,14,14,16,13,16,16,18,15,17,18,18,16,17,18,18,18,18,19,19,18,18,19,19 0,30,30,31,30,31,31,32,30,31,31,32,31,32,32,33,30,31,31,32,31,32,32,33,31,32,32,33,32,33,33,34
00000 0,4,2,4,3,5,3,5,3,5,4,5,4,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5 0,6,6,7,6,7,7,8,6,7,7,8,7,8,8,9,6,7,7,8,7,8,8,9,7,8,8,9,8,9,9,10
11111 0,29,19,35,21,38,27,38,15,33,27,38,31,40,33,40,25,37,34,40,36,40,36,40,29,39,37,42,39,42,39,42 0,12,12,13,12,13,13,14,12,13,13,14,13,14,14,15,12,13,13,14,13,14,14,15,13,14,14,15,14,15,15,16
00000 0,8,8,13,8,11,12,14,8,13,11,14,13,14,14,14,5,11,12,15,11,14,14,16,12,15,15,16,15,16,16,16 0,30,30,31,30,31,31,32,30,31,31,32,31,32,32,33,30,31,31,32,31,32,32,33,31,32,32,33,32,33,33,34
00000 0,12,13,19,11,16,17,21,17,21,21,23,21,22,23,24,12,17,20,23,18,20,23,24,22,24,24,26,23,24,25,26 0,50,50,51,50,51,51,52,50,51,51,52,51,52,52,53,50,51,51,52,51,52,52,53,51,52,52,53,52,53,53,54
00000 0,10,7,14,8,12,11,14,5,11,10,14,10,13,12,14,10,12,13,14,11,13,13,14,11,12,14,14,12,13,14,14 0,52,52,53,52,53,53,54,52,53,53,54,53,54,54,55,52,53,53,54,53,54,54,55,53,54,54,55,54,55,55,56
00000 0,6,6,9,5,10,8,11,6,8,11,11,11,12,13,13,6,10,12,13,10,13,13,14,8,10,13,13,12,13,14,14 0,32,27,33,27,33,33,34,27,33,33,34,33,34,34,35,27,33,33,34,33,34,34,35,33,34,34,35,34,35,35,36
00000 0,13,22,26,25,32,34,36,18,23,27,29,32,35,35,36,18,24,30,30,31,35,36,36,26,29,32,32,33,35,36,36 0,50,50,51,50,51,51,52,50,51,51,52,51,52,52,53,50,51,51,52,51,52,52,53,51,52,52,53,52,53,53,54
10110 0,14,10,16,12,18,16,20,15,20,20,21,20,22,22,23,8,17,14,18,16,21,19,22,18,21,20,21,21,23,22,23 0,10,12,13,10,11,13,14,10,11,13,14,11,12,14,15,12,13,13,14,13,14,14,15,13,14,14,15,14,15,15,16
00000 0,14,15,19,14,20,19,21,9,18,18,21,16,21,20,22,14,19,21,22,19,21,22,22,18,20,22,22,19,21,22,22 0,46,46,47,46,47,47,48,46,47,47,48,47,48,48,49,46,47,47,48,47,48,48,49,47,48,48,49,48,49,49,50
00000 0,27,26,36,20,36,34,40,17,34,31,38,31,40,38,42,28,39,35,41,36,41,40,42,33,41,38,42,40,43,42,43 0,54,54,55,54,55,55,56,54,55,55,56,55,56,56,57,54,55,55,56,55,56,56,57,55,56,56,57,56,57,57,58
00000 0,10,8,15,11,13,15,16,9,13,14,16,14,15,17,17,13,17,14,17,16,18,17,18,14,17,15,17,17,18,18,18 0,56,56,57,56,57,57,58,56,57,57,58,57,58,58,59,56,57,57,58,57,58,58,59,57,58,58,59,58,59,59,60
00000 0,11,13,21,12,19,19,24,17,21,21,24,22,24,24,26,17,21,20,23,21,24,23,25,23,24,24,25,25,25,26,26 0,32,32,33,32,33,33,34,32,33,33,34,33,34,34,35,32,33,33,34,33,34,34,35,33,34,34,35,34,35,35,36
00111 0,19,20,27,25,34,33,36,26,32,35,37,36,40,40,41,25,33,33,36,31,38,37,39,33,36,38,39,37,40,40,41 0,26,26,27,16,27,27,28,16,27,27,28,17,28,28,29,16,27,27,28,17,28,28,29,17,28,28,29,18,29,29,30
00000 0,17,23,30,21,29,30,36,17,24,30,35,28,33,35,39,24,30,37,37,35,37,40,40,31,33,40,40,37,38,41,41 0,54,54,55,54,55,55,56,54,55,55,56,55,56,56,57,54,55,55,56,55,56,56,57,55,56,56,57,56,57,57,58
00000 0,21,20,32,19,29,28,34,19,28,30,34,30,33,33,35,20,28,32,36,29,33,35,37,27,32,34,36,34,36,36,37 0,54,54,55,54,55,55,56,54,55,55,56,55,56,56,57,54,55,55,56,55,56,56,57,55,56,56,57,56,57,57,58
00000 0,4,7,8,5,7,9,9,4,7,7,8,6,8,9,9,2,4,7,8,6,7,9,9,5,7,7,8,7,8,9,9 0,16,16,17,16,17,17,18,16,17,17,18,17,18,18,19,16,17,17,18,17,18,18,19,17,18,18,19,18,19,19,20
00000 0,20,19,25,18,25,26,28,15,24,24,27,25,27,28,29,12,23,23,26,21,27,26,28,22,26,26,27,27,29,28,29 0,52,52,53,52,53,53,54,52,53,53,54,53,54,54,55,52,53,53,54,53,54,54,55,53,54,54,55,54,55,55,56
00000 0,12,12,17,13,18,21,22,15,20,18,22,21,23,24,25,17,22,24,24,21,24,26,26,23,24,25,25,25,26,27,27 0,48,48,49,48,49,49,50,48,49,49,50,49,50,50,51,48,49,49,50,49,50,50,51,49,50,50,51,50,51,51,52
00000 0,4,4,6,6,7,6,7,4,5,6,6,7,7,7,7,3,6,4,6,6,7,6,7,5,6,6,6,7,7,7,7 0,12,12,13,12,13,13,14,12,13,13,14,13,14,14,15,12,13,13,14,13,14,14,15,13,14,14,15,14,15,15,16
00000 0,4,5,6,5,7,8,8,9,10,11,11,11,11,11,11,8,10,10,11,9,10,11,11,12,12,12,12,12,12,12,12 0,46,46,47,46,47,47,48,46,47,47,48,47,48,48,49,46,47,47,48,47,48,48,49,47,48,48,49,48,49,49,50
00000 0,20,17,30,16,28,23,32,17,30,26,34,25,35,28,35,23,32,30,36,32,37,33,37,29,34,34,37,33,37,34,37 0,28,28,29,28,29,29,30,28,29,29,30,29,30,30,31,28,29,29,30,29,30,30,31,29,30,30,31,30,31,31,32
00000 0,6,5,7,4,7,6,7,3,7,6,7,5,7,6,7,4,7,6,7,6,7,7,7,5,7,7,7,6,7,7,7 0,16,16,17,16,17,17,18,16,17,17,18,17,18,18,19,16,17,17,18,17,18,18,19,17,18,18,19,18,19,19,20
00000 0,18,22,29,22,26,30,31,18,27,30,35,31,33,35,36,20,26,29,33,29,31,33,34,28,31,34,36,32,34,35,36 0,26,26,27,26,27,27,28,26,27,27,28,27,28,28,29,26,27,27,28,27,28,28,29,27,28,28,29,28,29,29,30
00000 0,9,12,16,8,12,13,16,12,16,19,20,16,18,19,20,11,18,18,21,16,20,18,21,17,20,22,23,20,22,22,23 0,26,26,27,26,27,27,28,26,27,27,28,27,28,28,29,26,27,27,28,27,28,28,29,27,28,28,29,28,29,29,30
00000 0,12,13,20,14,19,22,24,12,20,17,23,20,24,24,26,15,21,22,25,19,23,24,26,21,26,24,27,23,27,26,28 0,34,34,35,34,35,35,36,34,35,35,36,35,36,36,37,34,35,35,36,35,36,36,37,35,36,36,37,36,37,37,38
00000 0,10,10,14,10,11,15,15,9,15,14,16,15,15,16,16,10,14,12,15,14,14,15,15,13,16,14,16,16,16,16,16 0,16,16,17,16,17,17,18,16,17,17,18,17,18,18,19,16,17,17,18,17,18,18,19,17,18,18,19,18,19,19,20
00000 0,8,11,14,9,14,14,17,10,15,14,17,14,17,15,18,11,15,16,17,16,18,17,18,15,17,17,18,17,18,17,18 0,14,14,15,14,15,15,16,14,15,15,16,15,16,16,17,14,15,15,16,15,16,16,17,15,16,16,17,16,17,17,18
11111 0,26,25,32,22,35,32,37,23,36,36,40,32,41,39,42,20,31,30,33,31,37,36,37,34,40,40,41,38,42,42,42 0,14,14,15,14,15,15,16,14,15,15,16,15,16,16,17,14,15,15,16,15,16,16,17,15,16,16,17,16,17,17,18
00000 0,6,7,9,11,12,13,13,9,11,10,11,13,13,13,13,11,12,14,14,13,14,15,15,15,15,15,15,15,15,15,15 0,46,46,47,46,47,47,48,46,47,47,48,47,48,48,49,46,47,47,48,47,48,48,49,47,48,48,49,48,49,49,50
11111 0,13,14,19,10,17,20,22,14,21,22,24,18,22,25,25,13,21,18,22,17,22,22,23,20,25,23,25,22,25,25,25 0,10,10,11,10,11,11,12,10,11,11,12,11,12,12,13,10,11,11,12,11,12,12,13,11,12,12,13,12,13,13,14
00000 0,5,4,6,4,7,5,7,3,7,5,7,5,8,6,8,4,6,5,6,5,7,6,7,5,7,6,7,6,8,7,8 0,32,32,33,32,33,33,34,32,33,33,34,33,34,34,35,32,33,33,34,33,34,34,35,33,34,34,35,34,35,35,36
00000 0,20,15,27,19,30,26,33,20,30,25,32,27,33,30,35,17,27,24,31,29,35,31,36,28,35,30,35,33,37,33,37 0,32,32,33,32,33,33,34,32,33,33,34,33,34,34,35,32,33,33,34,33,34,34,35,33,34,34,35,34,35,35,36
00000 0,16,19,26,18,25,28,30,17,24,26,28,26,30,31,31,16,24,26,30,27,30,31,32,25,28,29,30,31,32,32,32 0,56,56,57,56,57,57,58,56,57,57,58,57,58,58,59,56,57,57,58,57,58,58,59,57,58,58,59,58,59,59,60
00000 0,11,13,17,7,16,16,20,9,15,16,18,12,18,18,20,8,15,18,20,13,18,19,21,15,19,19,21,16,20,19,21 0,50,50,51,50,51,51,52,50,51,51,52,51,52,52,53,50,51,51,52,51,52,52,53,51,52,52,53,52,53,53,54
00000 0,8,5,9,6,9,7,9,5,8,8,9,8,9,9,9,6,9,8,9,9,9,9,9,8,9,9,9,9,9,9,9 0,46,46,47,46,47,47,48,46,47,47,48,47,48,48,49,46,47,47,48,47,48,48,49,47,48,48,49,48,49,49,50
00000 0,12,15,22,14,19,23,24,17,22,24,26,22,24,27,27,14,22,21,26,23,26,27,27,23,25,26,27,26,27,28,28 0,28,28,29,28,29,29,30,28,29,29,30,29,30,30,31,28,29,29,30,29,30,30,31,29,30,30,31,30,31,31,32
00000 0,25,22,30,16,30,29,33,16,29,27,32,24,32,30,33,18,28,32,33,26,32,35,35,25,31,33,34,31,34,35,35 0,30,30,31,30,31,31,32,30,31,31,32,31,32,32,33,30,31,31,32,31,32,32,33,31,32,32,33,32,33,33,34
