00000 0,0,3,0,1,0,3,0,4,0,5,0,4,0,5,0,3,0,4,0,4,0,4,0,5,0,5,0,5,0,5,0 0,0,21,0,16,0,22,0,21,0,22,0,22,0,23,0,16,0,22,0,22,0,23,0,22,0,23,0,23,0,24,0
11110 0,7,7,11,7,11,10,13,6,9,12,13,10,12,13,14,5,11,11,14,10,14,12,15,8,11,13,14,12,14,14,15 0,5,5,6,5,6,6,7,5,6,6,7,6,7,7,8,6,7,7,8,7,8,8,9,7,8,8,9,8,9,9,10
00000 0,24,18,30,20,32,26,33,20,32,28,34,25,34,30,35,22,33,29,34,28,34,30,34,28,35,30,35,30,35,31,35 0,48,48,49,48,49,49,50,48,49,49,50,49,50,50,51,48,49,49,50,49,50,50,51,49,50,50,51,50,51,51,52
10011 0,18,14,25,13,26,23,29,15,24,22,28,21,27,27,30,16,24,26,29,22,29,29,31,23,27,28,30,25,29,29,31 0,14,16,17,16,17,17,18,14,15,17,18,17,18,18,19,14,15,17,18,17,18,18,19,15,16,18,19,18,19,19,20
00000 0,6,8,10,8,10,12,13,5,7,10,10,10,11,13,13,11,11,13,13,12,12,13,13,11,11,13,13,12,12,13,13 0,52,52,53,52,53,53,54,52,53,53,54,53,54,54,55,52,53,53,54,53,54,54,55,53,54,54,55,54,55,55,56
00000 0,12,12,15,7,15,14,16,10,17,17,18,12,17,18,18,11,18,18,19,14,19,19,20,14,19,20,20,15,19,20,20 0,14,14,15,14,15,15,16,14,15,15,16,15,16,16,17,14,15,15,16,15,16,16,17,15,16,16,17,16,17,17,18
11111 0,29,21,34,10,30,27,35,23,36,34,39,25,37,36,40,23,33,33,37,29,34,36,38,35,38,39,40,36,39,40,41 0,8,8,9,8,9,9,10,8,9,9,10,9,10,10,11,8,9,9,10,9,10,10,11,9,10,10,11,10,11,11,12
00000 0,8,11,14,8,10,13,15,10,13,14,16,14,15,16,17,11,14,15,17,14,15,16,17,13,15,15,17,15,16,16,17 0,14,14,15,14,15,15,16,14,15,15,16,15,16,16,17,14,15,15,16,15,16,16,17,15,16,16,17,16,17,17,18
11111 0,26,25,35,18,33,32,38,24,34,36,39,30,36,39,40,17,32,28,36,26,36,33,38,32,37,36,39,36,39,39,40 0,14,14,15,14,15,15,16,14,15,15,16,15,16,16,17,14,15,15,16,15,16,16,17,15,16,16,17,16,17,17,18
00000 0,3,6,7,4,6,6,7,2,4,6,7,5,7,6,7,7,8,8,9,8,9,8,9,7,8,8,9,8,9,8,9 0,48,48,49,48,49,49,50,48,49,49,50,49,50,50,51,48,49,49,50,49,50,50,51,49,50,50,51,50,51,51,52
00000 0,11,13,17,17,19,21,21,13,18,19,20,21,22,22,22,11,16,19,20,19,20,22,22,17,19,20,20,22,22,22,22 0,50,50,51,50,51,51,52,50,51,51,52,51,52,52,53,50,51,51,52,51,52,52,53,51,52,52,53,52,53,53,54
00000 0,20,11,24,19,24,23,27,16,24,19,26,23,26,24,27,13,24,18,26,21,25,23,27,19,26,21,27,23,26,24,27 0,46,46,47,46,47,47,48,46,47,47,48,47,48,48,49,46,47,47,48,47,48,48,49,47,48,48,49,48,49,49,50
00000 0,2,4,5,3,4,6,6,2,4,4,5,5,6,6,6,4,4,6,6,4,4,6,6,6,6,6,6,6,6,6,6 0,39,48,49,39,40,49,50,21,49,49,50,49,50,50,51,39,40,49,50,40,41,50,51,49,50,50,51,50,51,51,52
00000 0,5,5,7,4,7,8,9,5,7,8,8,7,8,9,9,7,9,8,9,7,9,8,9,9,9,9,9,9,9,9,9 0,34,34,35,34,35,35,36,34,35,35,36,35,36,36,37,34,35,35,36,35,36,36,37,35,36,36,37,36,37,37,38
00000 0,22,22,35,24,34,35,43,16,32,29,38,32,40,38,44,26,34,36,40,34,37,41,43,35,41,40,43,39,42,42,44 0,52,52,53,52,53,53,54,52,53,53,54,53,54,54,55,52,53,53,54,53,54,54,55,53,54,54,55,54,55,55,56
