
===== specs[0] ult =====
  mem[0 ] PlayerState(=GamePlayer in 0x930    dir=r 관측=['load']               OK
  mem[1 ] PlayerState(=GamePlayer in 0x9c0    dir=r 관측=['load']               OK
  mem[1 ] Entity                     0xb0     dir=r 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[2 ] Entity                     0xb8     dir=r 관측=['load']               OK
  mem[3 ] Entity                     0xc0     dir=r 관측=['load']               OK
  mem[4 ] Entity                     0xc8     dir=r 관측=['load']               OK
  mem[5 ] Entity                     0xd0     dir=r 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[6 ] Entity                     0xd8     dir=r 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[7 ] Entity                     0xe8     dir=r 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[8 ] Entity                     0xf0     dir=r 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[9 ] Entity                     0x110    dir=r 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[10] Entity                     0x1f0    dir=r 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[11] Entity                     0x438    dir=r 관측=['load']               OK
  mem[12] Entity                     0x470    dir=r 관측=['load']               OK
  mem[13] Entity                     0x490    dir=r 관측=['addr']               OK
  mem[14] Entity                     0x4a0    dir=r 관측=['load']               OK
  mem[15] Entity                     0x4a8    dir=r 관측=['load']               OK
  mem[16] Entity                     0x4b8    dir=r 관측=['addr']               OK
  mem[17] Entity                     0x4c0    dir=r 관측=['load']               OK
  mem[18] Entity                     0x4c8    dir=r 관측=['addr']               OK
  mem[19] Entity                     0x4d8    dir=r 관측=['load']               OK
  mem[20] Entity                     0x4e0    dir=r 관측=['load']               OK
  mem[21] Entity                     0x4f0    dir=r 관측=['addr']               OK
  mem[22] Entity                     0x4f8    dir=r 관측=['load']               OK
  mem[23] Entity                     0x500    dir=r 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[24] Entity                     0x538    dir=r 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[25] Entity                     0x5c8    dir=r 관측=['load']               OK
  mem[26] Entity                     0x680    dir=r 관측=['load']               OK
  mem[27] Effect                     0x10     dir=r 관측=['load']               OK
  mem[28] Effect                     0x18     dir=r 관측=['load']               OK
  mem[29] Effect                     0x28     dir=r 관측=['addr']               OK
  mem[30] Effect                     0x30     dir=r 관측=['load']               OK

===== specs[17] new =====
  mem[0 ] BattlePlanGoal(p2 goal)    0x0      dir=r 관측=['load', 'store']      OK
  mem[1 ] BattlePlanGoal::TryKill(p2 0x8      dir=r 관측=['load', 'store']      OK
  mem[2 ] OperationData(p3 data)     0x0      dir=r 관측=['load', 'store']      OK
  mem[3 ] AbstractGameWithCache      0x0      dir=r 관측=['load', 'store']      OK
  mem[4 ] AbstractGameWithCache      0x8      dir=r 관측=['load', 'store']      OK
  mem[5 ] AbstractGame vtable        0x28     dir=r 관측=['load']               OK
  mem[6 ] DeathMatchBattle           0x0      dir=w 관측=['load', 'store']      OK
  mem[7 ] DeathMatchBattle           0x10     dir=w 관측=['store']              OK
  mem[8 ] DeathMatchBattle           0x30     dir=w 관측=['store']              OK
  mem[9 ] DeathMatchBattle           0x40     dir=w 관측=['store']              OK
  mem[10] DeathMatchBattle           0x50     dir=w 관측=['store']              OK
  mem[11] DeathMatchBattle           0x70     dir=w 관측=['store']              OK
  mem[12] DeathMatchBattle           0x90     dir=w 관측=['store']              OK
  mem[13] DeathMatchBattle           0xa8     dir=w 관측=['store']              OK
  mem[14] DeathMatchBattle           0xc0     dir=w 관측=['store']              OK
  mem[15] DeathMatchBattle           0xd0     dir=w 관측=['addr']               (판정보류: addr 만)
  mem[16] DeathMatchBattle           0xe8     dir=w 관측=['store']              OK
  mem[17] DeathMatchBattle           0xf0     dir=w 관측=['store']              OK
  mem[18] DeathMatchBattle           0xf8     dir=w 관측=['addr']               (판정보류: addr 만)
  mem[19] DeathMatchBattle           0x110    dir=w 관측=['store']              OK
  mem[20] DeathMatchBattle           0x118    dir=w 관측=['store']              OK
  mem[21] DeathMatchBattle           0x120    dir=w 관측=['addr']               (판정보류: addr 만)
  mem[22] DeathMatchBattle           0x128    dir=w 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[23] DeathMatchBattle           0x130    dir=w 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[24] DeathMatchBattle           0x138    dir=w 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[25] DeathMatchBattle           0x140    dir=w 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[26] DeathMatchBattle           0x148    dir=w 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[27] DeathMatchBattle           0x150    dir=w 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[28] DeathMatchBattle           0x158    dir=w 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[29] DeathMatchBattle           0x168    dir=w 관측=[]                     (판정보류: 그 오프셋 gep 미검출)
  mem[30] DeathMatchBattle           0x170    dir=w 관측=['store']              OK
  mem[31] DeathMatchBattle           0x171    dir=w 관측=['store']              OK
  mem[32] DeathMatchBattle           0x172    dir=w 관측=['store']              OK
  mem[33] DeathMatchBattle           0x173    dir=w 관측=['store']              OK
  mem[34] DeathMatchBattle           0x174    dir=w 관측=['store']              OK
  mem[35] DeathMatchBattle           0x175    dir=w 관측=['store']              OK
  mem[36] DeathMatchBattle           0x176    dir=w 관측=['store']              OK
  mem[37] DeathMatchBattle           0x177    dir=w 관측=['store']              OK
  mem[38] DeathMatchBattle           0x178    dir=w 관측=['store']              OK
  mem[39] DeathMatchBattle           0x179    dir=w 관측=['store']              OK
  mem[40] DeathMatchBattle           0x17a    dir=w 관측=['store']              OK
  mem[41] DeathMatchBattle           0x17b    dir=w 관측=['store']              OK
  mem[42] DeathMatchBattle           0x17e    dir=w 관측=['store']              OK

===== specs[18] v3_epicops_buff_window =====
  mem[0 ] PlayerState                0x930    dir=r 관측=['load']               OK
  mem[1 ] PlayerState                0x9c0    dir=r 관측=['load']               OK
  mem[2 ] OperationData              0x0      dir=r 관측=['load', 'store']      OK
  mem[3 ] AbstractGameWithCache      0x0      dir=r 관측=['load', 'store']      OK
  mem[4 ] AbstractGameWithCache      0x8      dir=r 관측=['load', 'store']      OK
  mem[5 ] AbstractGameWithCache      0x1e0    dir=r 관측=['load']               OK
  mem[6 ] Strategy(스택 로컬 24B)        0x4      dir=r 관측=['load']               OK
  mem[7 ] TeamPlan                   0xc0     dir=r 관측=['addr', 'load']       OK
  mem[8 ] TeamPlan                   0xc8     dir=r 관측=['load']               OK
  mem[9 ] TeamPlan                   0xd0     dir=r 관측=['load', 'store']      OK
  mem[10] TeamPlan                   0x410    dir=r 관측=['load', 'store']      OK
  mem[11] TeamPlan                   0x41e    dir=r 관측=['load', 'store']      OK
  mem[12] TeamPlan                   0x41f    dir=w 관측=['store']              OK
  mem[13] TeamPlan                   0x41f    dir=w 관측=['store']              OK
  mem[14] TeamPlan                   0x410    dir=w 관측=['load', 'store']      OK
  mem[15] TeamPlan                   0xc8     dir=w 관측=['load']               **불일치**
  mem[16] TeamPlan                   0xd0     dir=w 관측=['load', 'store']      OK
  mem[17] TeamPlan                   0x41e    dir=w 관측=['load', 'store']      OK

===== specs[19] best_jungle_goal =====
  mem[0 ] OperationData              0x0      dir=r 관측=['load', 'store']      OK
  mem[1 ] OperationData              0x8      dir=r 관측=['load', 'store']      OK
  mem[2 ] GameContext                0x0      dir=r 관측=['load', 'store']      OK
  mem[3 ] GameContext                0x20     dir=r 관측=['load', 'store']      OK
  mem[4 ] AbstractGameWithCache      0x0      dir=r 관측=['load', 'store']      OK
  mem[5 ] AbstractGameWithCache      0x8      dir=r 관측=['load', 'store']      OK
  mem[6 ] dyn AbstractGame vtable    0x40     dir=r 관측=['load', 'store']      OK
  mem[7 ] MobaMode                   0x18     dir=r 관측=['addr', 'load', 'store'] OK
  mem[8 ] JungleCampState            0x18     dir=r 관측=['addr', 'load', 'store'] OK
  mem[9 ] AbstractGameWithCache      0x1e0    dir=r 관측=['load']               OK
  mem[10] PlayerState                0x930    dir=r 관측=['load']               OK
  mem[11] PlayerState                0x9c0    dir=r 관측=['load']               OK
  mem[12] Entity                     0x660    dir=r 관측=['load']               OK
  mem[13] Entity                     0x668    dir=r 관측=['load']               OK
  mem[14] bumpalo Vec<JungleType>    0x0      dir=r 관측=['load', 'store']      OK
  mem[15] bumpalo Vec<JungleType>    0x18     dir=r 관측=['addr', 'load', 'store'] OK

============================================================================================
검사 449행 · **불일치 5건** · 판정보류 57건
============================================================================================
